model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Logistic Regression,returns,0.05,accuracy,30,0.7673192771084337,0.7678212851405626,0.0006041382206971114,0.7676050970547624,0.7680374732263627,-0.0005020080321285203,0.0006041382206971114,-0.0007181961179287239,-0.0002858199463283167
Logistic Regression,returns,0.05,balanced_accuracy,30,0.7524657225074762,0.752786021930072,0.0004980249116981301,0.7526078060042255,0.7529642378559186,-0.0003202994225958674,0.0004980249116981301,-0.0004985153484424359,-0.00014208349674929896
Logistic Regression,returns,0.05,precision,30,0.564755838641189,0.5655669499995167,0.0009469283398133379,0.565228096044973,0.5659058039540604,-0.0008111113583278614,0.0009469283398133378,-0.0011499653128715607,-0.0004722574037841622
Logistic Regression,returns,0.05,recall,30,0.7189189189189189,0.718828828828829,0.0004934437455001447,0.7186522522522525,0.7190054054054056,9.009009009008917e-05,0.0004934437455001447,-8.648648648648563e-05,0.00026666666666666397
Logistic Regression,returns,0.05,f1_score,30,0.6325802615933412,0.6330534483174791,0.0006833110916582217,0.6328089285836652,0.633297968051293,-0.0004731867241380342,0.0006833110916582216,-0.0007177064579518971,-0.00022866699032417128
Logistic Regression,returns,0.05,roc_auc,30,0.8096259098346781,0.8097196674754085,0.00010478611794593492,0.8096821702446737,0.8097571647061432,-9.37576407305e-05,0.00010478611794593492,-0.0001312548714652585,-5.626040999574151e-05
Logistic Regression,returns,0.05,average_precision,30,0.6323563262073739,0.632496032261258,0.0001503991472474637,0.6324422126176144,0.6325498519049015,-0.00013970605388401446,0.0001503991472474637,-0.00019352569752763936,-8.588641024038956e-05
Random Forest,returns,0.05,accuracy,30,0.7703313253012049,0.7695281124497994,0.0013402379317232454,0.7690485144653485,0.7700077104342502,0.0008032128514056325,0.0013402379317232454,0.0003236148669547576,0.0012828108358565074
Random Forest,returns,0.05,balanced_accuracy,30,0.7346470687806805,0.7333162180970115,0.0017546542820836987,0.7326883231261436,0.7339441130678794,0.0013308506836691048,0.0017546542820836984,0.0007029557128011922,0.0019587456545370175
Random Forest,returns,0.05,precision,30,0.5775656324582339,0.5764400274605265,0.002156544658966353,0.5756683178652842,0.5772117370557688,0.00112560499770733,0.002156544658966353,0.0003538954024650007,0.0018973145929496594
Random Forest,returns,0.05,recall,30,0.654054054054054,0.6515315315315316,0.003088359263369521,0.650426376362503,0.6526366867005603,0.0025225225225225007,0.003088359263369521,0.001417367353493851,0.0036276776915511503
Random Forest,returns,0.05,f1_score,30,0.6134347275031685,0.6116878830675554,0.0023440452851864768,0.6108490772349287,0.6125266889001821,0.0017468444356132558,0.0023440452851864768,0.0009080386029865502,0.002585650268239961
Random Forest,returns,0.05,roc_auc,30,0.8044715905885008,0.8045186104685059,0.0005042102052712608,0.8043381811637803,0.8046990397732315,-4.701988000528345e-05,0.0005042102052712609,-0.00022744918473085156,0.00013340942472028468
Random Forest,returns,0.05,average_precision,30,0.6370969413832709,0.6370998013039897,0.000620299961831188,0.6368778298134002,0.6373217727945791,-2.859920718767395e-06,0.000620299961831188,-0.00022483141130826372,0.00021911156987072894
Logistic Regression,returns,0.1,accuracy,30,0.7673192771084337,0.7676204819277109,0.0008296105337646906,0.7673236096108969,0.767917354244525,-0.0003012048192771122,0.0008296105337646908,-0.0005980771360911695,-4.332502463054899e-06
Logistic Regression,returns,0.1,balanced_accuracy,30,0.7524657225074762,0.7525086046380409,0.0008370270814652788,0.7522090783437169,0.752808130932365,-4.288213056476605e-05,0.0008370270814652788,-0.0003424084248887811,0.00025664416375924904
Logistic Regression,returns,0.1,precision,30,0.564755838641189,0.5652936875701219,0.0012866532909073204,0.5648332646031247,0.5657541105371191,-0.0005378489289328974,0.0012866532909073204,-0.0009982718959301187,-7.742596193567602e-05
Logistic Regression,returns,0.1,recall,30,0.7189189189189189,0.7183783783783786,0.001488814579512817,0.7178456129233394,0.7189111438334178,0.000540540540540535,0.0014888145795128166,7.775085501265911e-06,0.001073305995579804
Logistic Regression,returns,0.1,f1_score,30,0.6325802615933412,0.6327068044214442,0.0010797287401549665,0.6323204284539575,0.6330931803889309,-0.00012654282810307116,0.0010797287401549665,-0.0005129187955898171,0.00025983313938367475
Logistic Regression,returns,0.1,roc_auc,30,0.8096259098346781,0.8098005416690176,0.00019435872836365866,0.8097309912912993,0.8098700920467359,-0.00017463183433956327,0.00019435872836365864,-0.0002441822120577893,-0.00010508145662133722
Logistic Regression,returns,0.1,average_precision,30,0.6323563262073739,0.632579713402537,0.00029938264290800716,0.6324725806996642,0.6326868461054099,-0.00022338719516316053,0.0002993826429080071,-0.00033051989803603045,-0.00011625449229029058
Random Forest,returns,0.1,accuracy,30,0.7703313253012049,0.7698544176706827,0.0020019099825045205,0.7691380433837479,0.7705707919576176,0.0004769076305221165,0.002001909982504521,-0.00023946665641271593,0.001193281917456949
