model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Logistic Regression,returns,0.5,roc_auc,30,0.8054535893521757,0.8045466999538813,0.001454045035259581,0.8040263766204604,0.8050670232873022,0.0009068893982945154,0.001454045035259581,0.0003865660648736715,0.0014272127317153595
Logistic Regression,returns,0.5,average_precision,30,0.3874020618937343,0.38672759519768773,0.0017929835393395448,0.386085984278263,0.38736920611711245,0.0006744666960465791,0.001792983539339545,3.2855776621855295e-05,0.001316077615471303
Random Forest,returns,0.5,accuracy,30,0.858433734939759,0.8587098393574295,0.0018283471039475681,0.8580555737489324,0.8593641049659266,-0.00027610441767067875,0.0018283471039475681,-0.0009303700261678116,0.00037816119082645415
Random Forest,returns,0.5,balanced_accuracy,30,0.6510152089895901,0.653279369244724,0.00394724909593244,0.6518668642963671,0.6546918741930808,-0.0022641602551339143,0.00394724909593244,-0.0036766652034908405,-0.0008516553067769881
Random Forest,returns,0.5,precision,30,0.43448275862068964,0.43636735795239967,0.007824722094490663,0.43356731711145674,0.4391673987933426,-0.0018845993317099462,0.007824722094490663,-0.004684640172652862,0.0009154415092329695
Random Forest,returns,0.5,recall,30,0.3727810650887574,0.37771203155818545,0.007936167766744391,0.3748721103956045,0.3805519527207664,-0.0049309664694279975,0.007936167766744391,-0.0077708876320089805,-0.0020910453068470145
Random Forest,returns,0.5,f1_score,30,0.4012738853503185,0.40489192213166497,0.0069914757997143915,0.402390054647905,0.40739378961542494,-0.0036180367813464713,0.006991475799714392,-0.006119904265106432,-0.0011161692975865099
Random Forest,returns,0.5,roc_auc,30,0.7915362662160299,0.7897680956684074,0.004960596092285762,0.7879929691545084,0.7915432221823064,0.0017681705476222831,0.004960596092285762,-6.955966276751867e-06,0.0035432970615213184
Random Forest,returns,0.5,average_precision,30,0.3998756330234307,0.4017201668571449,0.006781934455091514,0.3992932827805558,0.404147050933734,-0.0018445338337142124,0.006781934455091514,-0.004271417910303297,0.0005823502428748718
Logistic Regression,returns,1.0,accuracy,30,0.848644578313253,0.8476656626506024,0.002518119872210521,0.8467645650270147,0.8485667602741901,0.0009789156626506073,0.002518119872210521,7.781803906294451e-05,0.0018800132862382699
Logistic Regression,returns,1.0,balanced_accuracy,30,0.7085862634080593,0.7132482603346078,0.0046562169309794675,0.7115820545047276,0.714914466164488,-0.004661996926548676,0.0046562169309794675,-0.00632820275642883,-0.0029957910966685224
Logistic Regression,returns,1.0,precision,30,0.4230769230769231,0.422038461910813,0.007219500875775886,0.41945499670153374,0.4246219271200923,0.0010384611661100088,0.007219500875775886,-0.0015450040431692843,0.0036219263753893022
Logistic Regression,returns,1.0,recall,30,0.5207100591715976,0.5329388560157792,0.00878115051748487,0.5297965616591864,0.5360811503723719,-0.012228796844181473,0.00878115051748487,-0.015371091200774229,-0.009086502487588717
Logistic Regression,returns,1.0,f1_score,30,0.46684350132625996,0.4710248784843673,0.007138209912324839,0.4684705028727649,0.4735792540959697,-0.004181377158107343,0.0071382099123248385,-0.006735752769709705,-0.0016270015465049818
Logistic Regression,returns,1.0,roc_auc,30,0.8054535893521757,0.8024873513690134,0.0028889645113948613,0.8014535486956078,0.803521154042419,0.0029662379831624083,0.0028889645113948613,0.001932435309756809,0.004000040656568007
Logistic Regression,returns,1.0,average_precision,30,0.3874020618937343,0.3847429641732283,0.0036617514027119493,0.3834326232623105,0.3860533050841461,0.0026590977205059744,0.0036617514027119493,0.0013487568095881825,0.003969438631423766
Random Forest,returns,1.0,accuracy,30,0.858433734939759,0.8609186746987951,0.002900605052068711,0.8598807065114066,0.8619566428861837,-0.0024849397590361384,0.00290060505206871,-0.0035229079464247047,-0.001446971571647572
