model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
Random Forest,volatility,0.05,balanced_accuracy,30,0.5851972013767421,0.5815424401436928,0.004736239905252495,0.5798475984602357,0.58323728182715,0.0036547612330493713,0.004736239905252495,0.0019599195495922624,0.00534960291650648
Random Forest,volatility,0.05,precision,30,0.4359861591695502,0.4346737764727426,0.010397955174376774,0.4309529160001325,0.43839463694535263,0.0013123826968075589,0.010397955174376774,-0.0024084777758024726,0.005033243169417591
Random Forest,volatility,0.05,recall,30,0.34054054054054056,0.3278378378378379,0.006959674351318174,0.3253473503562346,0.3303283253194412,0.012702702702702717,0.006959674351318172,0.010212215221099413,0.01519319018430602
Random Forest,volatility,0.05,f1_score,30,0.38239757207890746,0.3737341694920026,0.007489202772591899,0.37105419269843376,0.37641414628557146,0.008663402586904895,0.007489202772591899,0.005983425793336069,0.011343379380473721
Random Forest,volatility,0.05,roc_auc,30,0.5833380353213339,0.5831986683969982,0.0040149310923457155,0.5817619437572752,0.5846353930367212,0.0001393669243356229,0.0040149310923457155,-0.0012973577153873592,0.0015760915640586051
Random Forest,volatility,0.05,average_precision,30,0.4320047066000814,0.4302304581691207,0.002405434532829799,0.42936968447635526,0.43109123186188614,0.001774248430960651,0.002405434532829799,0.0009134747381952335,0.0026350221237260683
Logistic Regression,volatility,0.1,accuracy,30,0.6295180722891566,0.6290913654618474,0.004648963195026069,0.6274277553480417,0.6307549755756531,0.00042670682730918676,0.004648963195026069,-0.0012369032864964968,0.0020903169411148705
Logistic Regression,volatility,0.1,balanced_accuracy,30,0.5657168650905603,0.570840057176174,0.004943179724122837,0.5690711630295806,0.5726089513227675,-0.0051231920856138,0.004943179724122837,-0.006892086232207238,-0.0033542979390203623
Logistic Regression,volatility,0.1,precision,30,0.35944700460829493,0.36311540711804813,0.006023919458632753,0.3609597752242843,0.36527103901181196,-0.0036684025097530677,0.006023919458632753,-0.00582403440351688,-0.0015127706159892558
Logistic Regression,volatility,0.1,recall,30,0.42162162162162165,0.4392792792792793,0.009054251109492206,0.4360392571309424,0.4425193014276162,-0.017657657657657644,0.009054251109492206,-0.020897679805994548,-0.01441763550932074
