ticker,sector,metric,feature_group,noise_intensity,noise_regime,seed_count,mean_paired_difference,std_paired_difference,paired_difference_ci95_lower,paired_difference_ci95_upper,proportion_seeds_favouring_logistic_regression,proportion_seeds_favouring_random_forest,proportion_ties,robustness_classification
XLF,Financials,average_precision,returns,0.5,stress,30,0.0007211807835827337,0.006937630587992853,-0.001761418438622523,0.0032037800057879906,0.4,0.6,0.0,No clear difference
XLF,Financials,average_precision,returns,1.0,stress,30,0.010343815081656004,0.010101197818466967,0.006729147865031733,0.013958482298280275,0.13333333333333333,0.8666666666666667,0.0,Random Forest more robust
XLF,Financials,average_precision,volatility,0.05,moderate,30,0.004457226782997856,0.0037801129415708963,0.003104530739361005,0.005809922826634706,0.2,0.8,0.0,Random Forest more robust
XLF,Financials,average_precision,volatility,0.1,moderate,30,0.0072913912606232065,0.005978074262907752,0.005152164859455919,0.009430617661790494,0.1,0.9,0.0,Random Forest more robust
XLF,Financials,average_precision,volatility,0.2,moderate,30,0.01571585884109038,0.01023370288899665,0.012053775293939003,0.019377942388241757,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,average_precision,volatility,0.5,stress,30,0.041156075737166654,0.014205646408039061,0.03607265045583817,0.04623950101849514,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,average_precision,volatility,1.0,stress,30,0.07667548350540608,0.015914516389765338,0.07098054695467879,0.08237042005613338,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,average_precision,volume_and_range,0.05,moderate,30,-0.0005431679160508595,0.0013257053867701035,-0.0010175654960783893,-6.877033602332977e-05,0.6666666666666666,0.3333333333333333,0.0,Logistic Regression more robust
XLF,Financials,average_precision,volume_and_range,0.1,moderate,30,-0.0006202084912637382,0.0029876269595107943,-0.0016893170682983666,0.0004489000857708903,0.6666666666666666,0.3333333333333333,0.0,No clear difference
XLF,Financials,average_precision,volume_and_range,0.2,moderate,30,7.491274296840322e-05,0.004337385340086042,-0.0014772006673850597,0.0016270261533218662,0.5,0.5,0.0,No clear difference
XLF,Financials,average_precision,volume_and_range,0.5,stress,30,0.011376692802550631,0.006869031652317027,0.008918641394212497,0.013834744210888764,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,average_precision,volume_and_range,1.0,stress,30,0.044298323452164425,0.011883337576855535,0.04004592571329329,0.04855072119103556,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,all_predictors,0.05,moderate,30,0.014078131420191375,0.007372600661198037,0.011439880156309139,0.016716382684073612,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,all_predictors,0.1,moderate,30,0.019734003139285496,0.01081447370221338,0.015864093425709696,0.023603912852861297,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,all_predictors,0.2,moderate,30,0.03175328928705887,0.011701991052972474,0.027565785568333584,0.03594079300578415,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,all_predictors,0.5,stress,30,0.05583398233679052,0.015599298751212371,0.050251844969353754,0.06141611970422729,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,all_predictors,1.0,stress,30,0.07987900168654934,0.017614921932493414,0.07357558282701816,0.08618242054608051,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,momentum,0.05,moderate,30,0.0049948337605580295,0.004236814929072252,0.003478709009588048,0.006510958511528011,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,momentum,0.1,moderate,30,0.007236947294042309,0.005677920836090973,0.005205129417227306,0.009268765170857313,0.1,0.9,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,momentum,0.2,moderate,30,0.009398429669515318,0.009725018441437907,0.005918376514129525,0.012878482824901111,0.13333333333333333,0.8666666666666667,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,momentum,0.5,stress,30,0.022812772388040338,0.011070471886000443,0.01885125490090339,0.026774289875177285,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,momentum,1.0,stress,30,0.047683186598379335,0.01542198506081323,0.042164500120160146,0.05320187307659852,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,returns,0.05,moderate,30,0.005509566568843235,0.0031240122127623015,0.0043916531557268955,0.006627479981959575,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,returns,0.1,moderate,30,0.008692262331495372,0.005057499191608397,0.006882459488847439,0.010502065174143305,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,returns,0.2,moderate,30,0.011206441552725615,0.007532953560595738,0.00851080874073788,0.013902074364713348,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,returns,0.5,stress,30,0.02052209104615908,0.011343562052823697,0.016462849497882195,0.024581332594435963,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,returns,1.0,stress,30,0.03424477487746287,0.014569694544196016,0.02903107664368968,0.03945847311123606,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volatility,0.05,moderate,30,0.012064329566534353,0.006597877710533263,0.009703309350104208,0.014425349782964498,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volatility,0.1,moderate,30,0.01920697794763605,0.010357030971788141,0.015500762012844413,0.02291319388242769,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volatility,0.2,moderate,30,0.030418319261562875,0.013072189974380604,0.0257404961559216,0.03509614236720415,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volatility,0.5,stress,30,0.046402199906818466,0.01666876462941806,0.04043735908987781,0.05236704072375912,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volatility,1.0,stress,30,0.08335757425717032,0.01593963145775636,0.07765365039478533,0.0890614981195553,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volume_and_range,0.05,moderate,30,0.004899847161834711,0.0034715387477334,0.003657572975328656,0.006142121348340766,0.1,0.8666666666666667,0.03333333333333333,Random Forest more robust
XLF,Financials,balanced_accuracy,volume_and_range,0.1,moderate,30,0.006917087444404805,0.005616444491483985,0.004907268594976684,0.008926906293832927,0.1,0.9,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volume_and_range,0.2,moderate,30,0.006609519978131506,0.009027204489236789,0.0033791763385531376,0.009839863617709874,0.23333333333333334,0.7666666666666667,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volume_and_range,0.5,stress,30,0.011014663180099703,0.009204764410802587,0.007720780538612384,0.014308545821587023,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,balanced_accuracy,volume_and_range,1.0,stress,30,0.026186558837535845,0.012887125320089862,0.021574960267919167,0.030798157407152523,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,all_predictors,0.05,moderate,30,0.027601957518470405,0.012601137055212706,0.02309269853510565,0.03211121650183516,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,all_predictors,0.1,moderate,30,0.039296222933849635,0.017340468458537688,0.03309101598865032,0.04550142987904895,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,all_predictors,0.2,moderate,30,0.0627219955484059,0.018584738045017264,0.05607153245005337,0.06937245864675845,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,all_predictors,0.5,stress,30,0.10061531363017409,0.021863786144913286,0.09279145823900264,0.10843916902134554,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,all_predictors,1.0,stress,30,0.10333689135231712,0.017238861943546648,0.09716804383154785,0.10950573887308639,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,momentum,0.05,moderate,30,0.009057522716466366,0.0070430993721286445,0.006537181974567683,0.011577863458365048,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,f1_score,momentum,0.1,moderate,30,0.013346519608383928,0.009440651379867793,0.009968225899097297,0.016724813317670558,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,f1_score,momentum,0.2,moderate,30,0.018942936740611364,0.01544465208716758,0.013416138971183558,0.02446973451003917,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,f1_score,momentum,0.5,stress,30,0.042908360014816814,0.017084795538363222,0.03679464444908971,0.04902207558054392,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,momentum,1.0,stress,30,0.08799697454086336,0.022473755170758225,0.07995484453706657,0.09603910454466015,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,returns,0.05,moderate,30,0.010287315024935722,0.005523244245896963,0.008310847455064649,0.012263782594806795,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,returns,0.1,moderate,30,0.015923728305548515,0.008828165768051021,0.012764609757611626,0.019082846853485404,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,returns,0.2,moderate,30,0.021144748502897662,0.012336522179285433,0.016730180736776144,0.02555931626901918,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,returns,0.5,stress,30,0.03810706295859664,0.0178556592807725,0.031717497345355665,0.04449662857183761,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,returns,1.0,stress,30,0.0637141775393913,0.023210551382965395,0.05540838839719716,0.07201996668158545,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,volatility,0.05,moderate,30,0.023461720995460573,0.01107270545250129,0.01949940423681624,0.027424037754104905,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,volatility,0.1,moderate,30,0.03762116080726088,0.016999272373760595,0.0315380493129426,0.04370427230157915,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,volatility,0.2,moderate,30,0.06110395571959455,0.020864466708699122,0.053637702196036766,0.06857020924315234,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,volatility,0.5,stress,30,0.09438281065834261,0.023181365160493236,0.08608746567172716,0.10267815564495807,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,volatility,1.0,stress,30,0.12998478699139812,0.01858811206415843,0.12333311651580212,0.13663645746699413,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,f1_score,volume_and_range,0.05,moderate,30,0.009521199380317055,0.006341053995354406,0.007252082350062662,0.011790316410571447,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,f1_score,volume_and_range,0.1,moderate,30,0.014511374839035578,0.00959098443466821,0.011079285136983752,0.017943464541087403,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,volume_and_range,0.2,moderate,30,0.015263986126870967,0.015346532657536887,0.009772299944402832,0.020755672309339102,0.13333333333333333,0.8666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,volume_and_range,0.5,stress,30,0.029218926912292796,0.015069817865744612,0.023826261846351844,0.03461159197823375,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,f1_score,volume_and_range,1.0,stress,30,0.0691534850292196,0.01849645488473691,0.06253461365404488,0.07577235640439432,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,all_predictors,0.05,moderate,30,0.03258498617115685,0.013387950987496976,0.02779416943813475,0.03737580290417895,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,all_predictors,0.1,moderate,30,0.04551138076627913,0.017313552323931496,0.039315805636148456,0.0517069558964098,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,precision,all_predictors,0.2,moderate,30,0.0695353349580727,0.018643848542490734,0.06286371943985714,0.07620695047628825,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,all_predictors,0.5,stress,30,0.08869467124302023,0.02070500549894688,0.08128548018052631,0.09610386230551415,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,all_predictors,1.0,stress,30,0.050362312119562866,0.012435736957612856,0.045912240800984515,0.05481238343814122,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,momentum,0.05,moderate,30,0.009325637870541146,0.007534331699166399,0.006629511897999499,0.012021763843082792,0.1,0.9,0.0,Random Forest more robust
XLF,Financials,precision,momentum,0.1,moderate,30,0.014885181983797511,0.009930986301741128,0.011331424176181742,0.01843893979141328,0.1,0.9,0.0,Random Forest more robust
XLF,Financials,precision,momentum,0.2,moderate,30,0.023190784094269733,0.014778932832144782,0.017902210900763722,0.028479357287775744,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,momentum,0.5,stress,30,0.041947698373805145,0.017379249428356454,0.03572861383678434,0.04816678291082595,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,momentum,1.0,stress,30,0.08280999546650296,0.019546658395864544,0.07581531359135796,0.08980467734164796,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,returns,0.05,moderate,30,0.011481543296595861,0.006518105768339037,0.009149069103066957,0.013814017490124765,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,precision,returns,0.1,moderate,30,0.01747547152649328,0.00973410675777085,0.013992166158875493,0.020958776894111065,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,returns,0.2,moderate,30,0.024011566179572612,0.011791071578177605,0.019792185404295684,0.02823094695484954,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,returns,0.5,stress,30,0.03713710124752522,0.01572483110031053,0.031510042705880634,0.04276415978916981,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,returns,1.0,stress,30,0.0605034750540013,0.022030042786110024,0.052620125487853775,0.06838682462014882,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,precision,volatility,0.05,moderate,30,0.027403536865667388,0.011557332411348676,0.023267798577030308,0.03153927515430447,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,volatility,0.1,moderate,30,0.0439423776600275,0.016417826258557006,0.03806733398584612,0.04981742133420888,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,volatility,0.2,moderate,30,0.07304551102822002,0.018187630763601248,0.06653715094551113,0.0795538711109289,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,volatility,0.5,stress,30,0.10590115378029119,0.02212996426608302,0.09798204777175079,0.11382025978883159,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,volatility,1.0,stress,30,0.1071038971027088,0.014412749756154622,0.10194636084005514,0.11226143336536247,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,volume_and_range,0.05,moderate,30,0.012619474261949556,0.008355390426478348,0.009629536197230887,0.015609412326668225,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,precision,volume_and_range,0.1,moderate,30,0.020325714682750396,0.010202931742774589,0.016674642448857677,0.023976786916643116,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,volume_and_range,0.2,moderate,30,0.02294638762174038,0.014500235643563114,0.017757544936342008,0.028135230307138753,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,precision,volume_and_range,0.5,stress,30,0.04788575108038679,0.01677212441352776,0.041883923439719584,0.053887578721054,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,precision,volume_and_range,1.0,stress,30,0.11004353064249223,0.02076841615581759,0.1026116483678575,0.11747541291712696,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,recall,all_predictors,0.05,moderate,30,0.02215568862275446,0.01501335881475188,0.01678322716873882,0.0275281500767701,0.03333333333333333,0.9333333333333333,0.03333333333333333,Random Forest more robust
XLF,Financials,recall,all_predictors,0.1,moderate,30,0.03053892215568858,0.021922586897232296,0.02269402518553412,0.038383819125843044,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,recall,all_predictors,0.2,moderate,30,0.04610778443113767,0.023119431338335605,0.037834602178148144,0.0543809666841272,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,recall,all_predictors,0.5,stress,30,0.05668662674650694,0.028941997099493008,0.046329866095021224,0.06704338739799266,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,recall,all_predictors,1.0,stress,30,0.10678642714570855,0.03467008392362117,0.09437989694913972,0.11919295734227738,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,recall,momentum,0.05,moderate,30,0.008582834331337313,0.008567534506697585,0.0055169814824761665,0.011648687180198458,0.06666666666666667,0.7333333333333333,0.2,Random Forest more robust
XLF,Financials,recall,momentum,0.1,moderate,30,0.0119760479041916,0.011339690454467035,0.0079181917895937,0.0160339040187895,0.06666666666666667,0.7666666666666667,0.16666666666666666,Random Forest more robust
XLF,Financials,recall,momentum,0.2,moderate,30,0.01377245508982034,0.019587338004546234,0.00676321620366245,0.02078169397597823,0.16666666666666666,0.7333333333333333,0.1,Random Forest more robust
XLF,Financials,recall,momentum,0.5,stress,30,0.036926147704590774,0.022076207997605304,0.029026278129674045,0.0448260172795075,0.03333333333333333,0.9333333333333333,0.03333333333333333,Random Forest more robust
XLF,Financials,recall,momentum,1.0,stress,30,0.07245508982035921,0.030789118954235795,0.0614373451020886,0.08347283453862983,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,recall,returns,0.05,moderate,30,0.009181636726546894,0.006036011173577606,0.007021677868160726,0.011341595584933062,0.03333333333333333,0.9,0.06666666666666667,Random Forest more robust
XLF,Financials,recall,returns,0.1,moderate,30,0.014570858283433113,0.009524318801041641,0.011162624571995083,0.017979091994871143,0.03333333333333333,0.9333333333333333,0.03333333333333333,Random Forest more robust
XLF,Financials,recall,returns,0.2,moderate,30,0.018163672654690592,0.015122767139886634,0.012752059934340247,0.023575285375040937,0.06666666666666667,0.8333333333333334,0.1,Random Forest more robust
XLF,Financials,recall,returns,0.5,stress,30,0.035129740518962026,0.023043543366843465,0.026883714427807803,0.043375766610116245,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,recall,returns,1.0,stress,30,0.05628742514970054,0.027714066417592012,0.04637007384945434,0.06620477644994674,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,recall,volatility,0.05,moderate,30,0.019161676646706562,0.01347248031449366,0.01434061148249548,0.023982741810917644,0.1,0.8666666666666667,0.03333333333333333,Random Forest more robust
XLF,Financials,recall,volatility,0.1,moderate,30,0.02934131736526942,0.02052440598568583,0.021996753008603355,0.03668588172193549,0.06666666666666667,0.9,0.03333333333333333,Random Forest more robust
XLF,Financials,recall,volatility,0.2,moderate,30,0.041916167664670614,0.02691741423163899,0.03228389468794283,0.0515484406413984,0.03333333333333333,0.9333333333333333,0.03333333333333333,Random Forest more robust
XLF,Financials,recall,volatility,0.5,stress,30,0.0359281437125748,0.03279775793444106,0.02419161676646702,0.04766467065868258,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,recall,volatility,1.0,stress,30,0.05129740518962072,0.032176763933728265,0.039783098092726586,0.06281171228651486,0.06666666666666667,0.9,0.03333333333333333,Random Forest more robust
XLF,Financials,recall,volume_and_range,0.05,moderate,30,0.006986027944111767,0.0064995881056183254,0.004660180211084674,0.00931187567713886,0.06666666666666667,0.7666666666666667,0.16666666666666666,Random Forest more robust
XLF,Financials,recall,volume_and_range,0.1,moderate,30,0.0089820359281437,0.01097960807032451,0.005053033639857799,0.012911038216429601,0.13333333333333333,0.7,0.16666666666666666,Random Forest more robust
XLF,Financials,recall,volume_and_range,0.2,moderate,30,0.00658682634730538,0.0181591718137978,8.865016899306261e-05,0.013085002525617697,0.3,0.5333333333333333,0.16666666666666666,Random Forest more robust
XLF,Financials,recall,volume_and_range,0.5,stress,30,0.0029940119760479,0.017843216564923256,-0.0033911010685101954,0.009379125020605995,0.3333333333333333,0.5333333333333333,0.13333333333333333,No clear difference
XLF,Financials,recall,volume_and_range,1.0,stress,30,-0.0089820359281437,0.02544150935559366,-0.018086163127888116,0.0001220912716007154,0.5,0.36666666666666664,0.13333333333333333,No clear difference
XLF,Financials,roc_auc,all_predictors,0.05,moderate,30,0.004288408540369689,0.004597123911074594,0.002643348876084962,0.005933468204654416,0.2,0.8,0.0,Random Forest more robust
XLF,Financials,roc_auc,all_predictors,0.1,moderate,30,0.01043219332222715,0.00720753116991092,0.0078530114171817,0.0130113752272726,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,roc_auc,all_predictors,0.2,moderate,30,0.018956574362042455,0.00811052212038674,0.016054261295301894,0.021858887428783016,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,roc_auc,all_predictors,0.5,stress,30,0.04533121526112292,0.014715446860702999,0.04006536023073085,0.050597070291514994,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,roc_auc,all_predictors,1.0,stress,30,0.06530539265998579,0.01648078092765401,0.05940782094679281,0.07120296437317877,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,roc_auc,momentum,0.05,moderate,30,0.0005893467156986736,0.001340344765277608,0.00010971050135135182,0.0010689829300459955,0.3333333333333333,0.6666666666666666,0.0,Random Forest more robust
XLF,Financials,roc_auc,momentum,0.1,moderate,30,0.0017489568666284683,0.002660891164310882,0.0007967691923057548,0.002701144540951182,0.23333333333333334,0.7666666666666667,0.0,Random Forest more robust
XLF,Financials,roc_auc,momentum,0.2,moderate,30,0.0023498223191859144,0.005084089973249632,0.0005305040875326031,0.004169140550839226,0.36666666666666664,0.6333333333333333,0.0,Random Forest more robust
XLF,Financials,roc_auc,momentum,0.5,stress,30,0.007033306341666328,0.00853141031618247,0.003980380368362787,0.010086232314969868,0.3,0.7,0.0,Random Forest more robust
XLF,Financials,roc_auc,momentum,1.0,stress,30,0.025358069390933883,0.011917805210047094,0.021093337567930227,0.02962280121393754,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,roc_auc,returns,0.05,moderate,30,0.00020286730587055699,0.001434504960163334,-0.00031046370147865465,0.0007161983132197686,0.4,0.6,0.0,No clear difference
XLF,Financials,roc_auc,returns,0.1,moderate,30,5.2607962369822884e-05,0.002416817021843034,-0.0008122389017777556,0.0009174548265174015,0.4,0.6,0.0,No clear difference
XLF,Financials,roc_auc,returns,0.2,moderate,30,0.0007939332360258193,0.0035019799792090733,-0.00045923420526311183,0.0020471006773147503,0.4666666666666667,0.5333333333333333,0.0,No clear difference
XLF,Financials,roc_auc,returns,0.5,stress,30,0.004992770703210261,0.007230514846653668,0.0024053641950699573,0.007580177211350566,0.2,0.8,0.0,Random Forest more robust
XLF,Financials,roc_auc,returns,1.0,stress,30,0.020569885208050736,0.011235125590063686,0.016549447149624207,0.024590323266477265,0.06666666666666667,0.9333333333333333,0.0,Random Forest more robust
XLF,Financials,roc_auc,volatility,0.05,moderate,30,0.0025690221623935034,0.003717281685980043,0.0012388099948122617,0.003899234329974745,0.23333333333333334,0.7666666666666667,0.0,Random Forest more robust
XLF,Financials,roc_auc,volatility,0.1,moderate,30,0.007883629811866326,0.005864531638495893,0.005785034117029796,0.009982225506702854,0.1,0.9,0.0,Random Forest more robust
XLF,Financials,roc_auc,volatility,0.2,moderate,30,0.014819284772401787,0.008424083343345835,0.011804765263078474,0.0178338042817251,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,roc_auc,volatility,0.5,stress,30,0.03824065907805404,0.014243647349913983,0.033143635334318945,0.04333768282178913,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,roc_auc,volatility,1.0,stress,30,0.07258764125495779,0.015641206125360373,0.06699050752627853,0.07818477498363705,0.0,1.0,0.0,Random Forest more robust
XLF,Financials,roc_auc,volume_and_range,0.05,moderate,30,0.001517894443670792,0.0013594294482367484,0.0010314288632352273,0.002004360024106357,0.16666666666666666,0.8333333333333334,0.0,Random Forest more robust
XLF,Financials,roc_auc,volume_and_range,0.1,moderate,30,0.0005891747942530339,0.0022864333656432007,-0.00022901487773585528,0.001407364466241923,0.36666666666666664,0.6333333333333333,0.0,No clear difference
XLF,Financials,roc_auc,volume_and_range,0.2,moderate,30,0.0012393817017128364,0.0036548995302006443,-6.850729811636925e-05,0.0025472707015420423,0.3,0.7,0.0,No clear difference
XLF,Financials,roc_auc,volume_and_range,0.5,stress,30,0.010995751821077902,0.005695961428460178,0.00895747820119387,0.013034025440961933,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLF,Financials,roc_auc,volume_and_range,1.0,stress,30,0.03490246036780877,0.007500411921038162,0.032218472431983045,0.0375864483036345,0.0,1.0,0.0,Random Forest more robust
XLI,Industrials,accuracy,all_predictors,0.05,moderate,30,0.0007530120481927435,0.0038140764493100198,-0.0006118376806003104,0.0021178617769857973,0.36666666666666664,0.6333333333333333,0.0,No clear difference
XLI,Industrials,accuracy,all_predictors,0.1,moderate,30,0.006149598393574237,0.005455493336499845,0.00419737517526378,0.008101821611884693,0.06666666666666667,0.8666666666666667,0.06666666666666667,Random Forest more robust
XLI,Industrials,accuracy,all_predictors,0.2,moderate,30,0.014382530120481863,0.005688038921413484,0.012347091533334523,0.016417968707629203,0.0,1.0,0.0,Random Forest more robust
XLI,Industrials,accuracy,all_predictors,0.5,stress,30,0.039583333333333325,0.009733437614628866,0.03610026741551367,0.04306639925115298,0.0,1.0,0.0,Random Forest more robust
XLI,Industrials,accuracy,all_predictors,1.0,stress,30,0.05002510040160644,0.013695832879062831,0.045124109548639796,0.05492609125457308,0.0,1.0,0.0,Random Forest more robust
XLI,Industrials,accuracy,momentum,0.05,moderate,30,-0.00037650602409638665,0.002199837128132907,-0.0011637076304680267,0.0004106955822752535,0.4666666666666667,0.4,0.13333333333333333,No clear difference
XLI,Industrials,accuracy,momentum,0.1,moderate,30,-0.0010542168674698466,0.002605510239578974,-0.0019865867323948677,-0.00012184700254482548,0.5666666666666667,0.26666666666666666,0.16666666666666666,Logistic Regression more robust
XLI,Industrials,accuracy,momentum,0.2,moderate,30,0.0027610441767068,0.003287263834358876,0.0015847119210679356,0.003937376432345665,0.2,0.7,0.1,Random Forest more robust
XLI,Industrials,accuracy,momentum,0.5,stress,30,0.014307228915662596,0.005775537917620341,0.012240479214847307,0.016373978616477883,0.0,1.0,0.0,Random Forest more robust
XLI,Industrials,accuracy,momentum,1.0,stress,30,0.0414156626506024,0.007168290654545495,0.038850522783640346,0.04398080251756445,0.0,1.0,0.0,Random Forest more robust
XLI,Industrials,accuracy,returns,0.05,moderate,30,0.0005020080321284933,0.0013889549318596315,4.9768930706135155e-06,0.000999039171186373,0.3,0.5333333333333333,0.16666666666666666,Random Forest more robust
XLI,Industrials,accuracy,returns,0.1,moderate,30,-7.530120481927664e-05,0.0024488366364367005,-0.0009516061408946293,0.0008010037312560761,0.36666666666666664,0.5333333333333333,0.1,No clear difference
XLI,Industrials,accuracy,returns,0.2,moderate,30,0.0007279116465863299,0.0031546239502618857,-0.00040095603610993704,0.0018567793292825967,0.36666666666666664,0.5666666666666667,0.06666666666666667,No clear difference
XLI,Industrials,accuracy,returns,0.5,stress,30,0.006300200803212771,0.003927645237692947,0.004894711005432155,0.007705690600993387,0.0,0.9333333333333333,0.06666666666666667,Random Forest more robust
XLI,Industrials,accuracy,returns,1.0,stress,30,0.014633534136546123,0.007246106668139392,0.012040548166743473,0.017226520106348772,0.0,1.0,0.0,Random Forest more robust
