ticker,sector,metric,feature_group,noise_intensity,noise_regime,seed_count,mean_paired_difference,std_paired_difference,paired_difference_ci95_lower,paired_difference_ci95_upper,proportion_seeds_favouring_logistic_regression,proportion_seeds_favouring_random_forest,proportion_ties,robustness_classification
XLB,Materials,accuracy,volatility,0.5,stress,30,0.0664156626506024,0.008263990042158898,0.06345843179335792,0.0693728935078469,0.0,1.0,0.0,Random Forest more robust
XLB,Materials,accuracy,volatility,1.0,stress,30,0.13315763052208834,0.012211136113351772,0.1287879315834165,0.13752732946076018,0.0,1.0,0.0,Random Forest more robust
XLB,Materials,accuracy,volume_and_range,0.05,moderate,30,-0.0013052208835340863,0.001452267288151776,-0.001824908058322507,-0.0007855337087456656,0.7333333333333333,0.13333333333333333,0.13333333333333333,Logistic Regression more robust
XLB,Materials,accuracy,volume_and_range,0.1,moderate,30,-0.0014056224899598334,0.0021456932942568894,-0.0021734489742111845,-0.000637796005708482,0.7,0.2,0.1,Logistic Regression more robust
XLB,Materials,accuracy,volume_and_range,0.2,moderate,30,-0.0004267068273092233,0.002716343533158389,-0.001398737876978056,0.0005453242223596095,0.43333333333333335,0.36666666666666664,0.2,No clear difference
XLB,Materials,accuracy,volume_and_range,0.5,stress,30,0.007354417670682669,0.0047323318982528725,0.0056609744495701,0.009047860891795238,0.1,0.9,0.0,Random Forest more robust
XLB,Materials,accuracy,volume_and_range,1.0,stress,30,0.02753514056224894,0.006734225139274834,0.025125329045064135,0.029944952079433748,0.0,1.0,0.0,Random Forest more robust
XLB,Materials,average_precision,all_predictors,0.05,moderate,30,-0.0035102973404607806,0.005748793207393828,-0.00556747656963387,-0.001453118111287692,0.7333333333333333,0.26666666666666666,0.0,Logistic Regression more robust
XLB,Materials,average_precision,all_predictors,0.1,moderate,30,-0.003878210255302341,0.007924276991665381,-0.006713876358668488,-0.0010425441519361944,0.7,0.3,0.0,Logistic Regression more robust
XLB,Materials,average_precision,all_predictors,0.2,moderate,30,-0.0025690595552824665,0.012669887597663857,-0.007102920604302149,0.001964801493737216,0.5333333333333333,0.4666666666666667,0.0,No clear difference
XLB,Materials,average_precision,all_predictors,0.5,stress,30,0.023986026404215224,0.014365849686669218,0.018845273115885287,0.029126779692545162,0.03333333333333333,0.9666666666666667,0.0,Random Forest more robust
XLB,Materials,average_precision,all_predictors,1.0,stress,30,0.0340560583785054,0.015812512163522793,0.028397623571351716,0.03971449318565909,0.0,1.0,0.0,Random Forest more robust
XLB,Materials,average_precision,momentum,0.05,moderate,30,-0.00017968343998911308,0.0019374994171106352,-0.0008730087021134555,0.0005136418221352293,0.4666666666666667,0.5333333333333333,0.0,No clear difference
XLB,Materials,average_precision,momentum,0.1,moderate,30,0.0005042514757671398,0.0037897450482801244,-0.0008518913729887258,0.0018603943245230053,0.5,0.5,0.0,No clear difference
XLB,Materials,average_precision,momentum,0.2,moderate,30,0.0005926043545207845,0.005399995715161319,-0.0013397592950476118,0.002524968004089181,0.36666666666666664,0.6333333333333333,0.0,No clear difference
XLB,Materials,average_precision,momentum,0.5,stress,30,0.0023102703619083836,0.007362933950515897,-0.0003245217139821628,0.00494506243779893,0.4,0.6,0.0,No clear difference
XLB,Materials,average_precision,momentum,1.0,stress,30,0.00604459464379202,0.010415314010942561,0.002317522391294025,0.009771666896290014,0.26666666666666666,0.7333333333333333,0.0,Random Forest more robust
XLB,Materials,average_precision,returns,0.05,moderate,30,-0.0014473581872570382,0.001466517213214353,-0.0019721446322398194,-0.0009225717422742568,0.8333333333333334,0.16666666666666666,0.0,Logistic Regression more robust
XLB,Materials,average_precision,returns,0.1,moderate,30,0.0009302472053588505,0.0028080636481614568,-7.460546593989251e-05,0.0019350998766575935,0.36666666666666664,0.6333333333333333,0.0,No clear difference
XLB,Materials,average_precision,returns,0.2,moderate,30,0.003167911159999657,0.0045591258660136625,0.001536448921509964,0.00479937339848935,0.26666666666666666,0.7333333333333333,0.0,Random Forest more robust
XLB,Materials,average_precision,returns,0.5,stress,30,0.002519000529760778,0.006805559982102984,8.366216690796919e-05,0.004954338892613587,0.4,0.6,0.0,Random Forest more robust
XLB,Materials,average_precision,returns,1.0,stress,30,0.0016977728159908783,0.0087435349463994,-0.0014310609813612024,0.004826606613342959,0.36666666666666664,0.6333333333333333,0.0,No clear difference
XLB,Materials,average_precision,volatility,0.05,moderate,30,-0.00178338970976075,0.005164892442811994,-0.003631622733797929,6.484331427642864e-05,0.6666666666666666,0.3333333333333333,0.0,No clear difference
XLB,Materials,average_precision,volatility,0.1,moderate,30,-0.0024067645018404664,0.00793933353263826,-0.005247818519197459,0.00043428951551652663,0.7,0.3,0.0,No clear difference
XLB,Materials,average_precision,volatility,0.2,moderate,30,-0.0015136448450232107,0.010833578441473585,-0.005390391101742417,0.0023631014116959953,0.5333333333333333,0.4666666666666667,0.0,No clear difference
XLB,Materials,average_precision,volatility,0.5,stress,30,0.031358676575277966,0.020784254573708617,0.02392112659559055,0.03879622655496538,0.1,0.9,0.0,Random Forest more robust
XLB,Materials,average_precision,volatility,1.0,stress,30,0.06988832475185255,0.023485510610754285,0.06148414271364168,0.07829250679006343,0.0,1.0,0.0,Random Forest more robust
XLB,Materials,average_precision,volume_and_range,0.05,moderate,30,-0.0004294413020869116,0.0017292390364960974,-0.001048241544123754,0.00018935893994993075,0.6,0.4,0.0,No clear difference
XLB,Materials,average_precision,volume_and_range,0.1,moderate,30,0.00014328984327804275,0.0022171104234417565,-0.0006500929324358925,0.0009366726189919781,0.43333333333333335,0.5666666666666667,0.0,No clear difference
XLB,Materials,average_precision,volume_and_range,0.2,moderate,30,0.00036889121047991674,0.003946848481179332,-0.0010434703797287403,0.001781252800688574,0.43333333333333335,0.5666666666666667,0.0,No clear difference
XLB,Materials,average_precision,volume_and_range,0.5,stress,30,0.0011011670582007666,0.008103761606819304,-0.0017987267898294061,0.004001060906230939,0.4,0.6,0.0,No clear difference
XLB,Materials,average_precision,volume_and_range,1.0,stress,30,0.010039327221516577,0.010253183426643232,0.006370272653496309,0.013708381789536844,0.2,0.8,0.0,Random Forest more robust
XLB,Materials,balanced_accuracy,all_predictors,0.05,moderate,30,-0.002375117636948187,0.00756561080453376,-0.0050824366935941796,0.0003322014196978063,0.6333333333333333,0.36666666666666664,0.0,No clear difference
XLB,Materials,balanced_accuracy,all_predictors,0.1,moderate,30,0.00099631900587625,0.009760194161360734,-0.002496321619224644,0.004488959630977144,0.5666666666666667,0.43333333333333335,0.0,No clear difference
