sector,model,feature_group,noise_intensity,metric,seed_count,clean_performance,mean_noisy_performance,std_noisy_performance,noisy_performance_ci95_lower,noisy_performance_ci95_upper,mean_performance_degradation,std_performance_degradation,degradation_ci95_lower,degradation_ci95_upper
XLK,Random Forest,volatility,0.5,roc_auc,30,0.8044715905885008,0.7878939795745643,0.0064554382461044,0.785583930665862,0.7902040284832667,0.0165776110139366,0.0064554382461044,0.0142675621052343,0.018887659922639
XLK,Random Forest,volatility,0.5,average_precision,30,0.6370969413832709,0.6104839691404514,0.0118523604763989,0.6062426564146153,0.6147252818662876,0.0266129722428196,0.0118523604763989,0.0223716595169834,0.0308542849686558
XLK,Logistic Regression,volatility,1.0,balanced_accuracy,30,0.7524657225074762,0.6773231582313002,0.0116793250286671,0.6731437654452049,0.6815025510173954,0.075142564276176,0.0116793250286671,0.0709631714900807,0.0793219570622713
XLK,Logistic Regression,volatility,1.0,f1_score,30,0.6325802615933412,0.539320982855916,0.0132121210120008,0.5345930860715523,0.5440488796402797,0.0932592787374253,0.0132121210120008,0.0885313819530615,0.097987175521789
XLK,Logistic Regression,volatility,1.0,roc_auc,30,0.8096259098346781,0.7360872877052419,0.0115842621710732,0.7319419127258502,0.7402326626846336,0.0735386221294362,0.0115842621710732,0.0693932471500445,0.077683997108828
XLK,Logistic Regression,volatility,1.0,average_precision,30,0.6323563262073739,0.544145738523832,0.0185403661070944,0.5375111537195422,0.5507803233281218,0.088210587683542,0.0185403661070944,0.0815760028792522,0.0948451724878317
XLK,Random Forest,volatility,1.0,balanced_accuracy,30,0.7346470687806805,0.6936683029584908,0.011142726189519,0.6896809296009034,0.6976556763160782,0.0409787658221896,0.011142726189519,0.0369913924646022,0.0449661391797771
XLK,Random Forest,volatility,1.0,f1_score,30,0.6134347275031685,0.5579596485388182,0.015007520977148,0.5525892761281598,0.5633300209494766,0.0554750789643503,0.015007520977148,0.0501047065536919,0.0608454513750087
XLK,Random Forest,volatility,1.0,roc_auc,30,0.8044715905885008,0.7604583497902913,0.0093026126137844,0.7571294526190541,0.7637872469615284,0.0440132407982094,0.0093026126137844,0.0406843436269722,0.0473421379694466
XLK,Random Forest,volatility,1.0,average_precision,30,0.6370969413832709,0.5684519493414036,0.0189943798124523,0.5616548978191911,0.5752490008636162,0.0686449920418671,0.0189943798124523,0.0618479405196545,0.0754420435640797
XLK,Logistic Regression,all_predictors,0.2,balanced_accuracy,30,0.7524657225074762,0.7408217194229719,0.0074021982090862,0.7381728768126012,0.7434705620333426,0.0116440030845041,0.0074021982090862,0.0089951604741334,0.0142928456948749
XLK,Logistic Regression,all_predictors,0.2,f1_score,30,0.6325802615933412,0.616773267930004,0.0092598042219669,0.6134596895450414,0.6200868463149666,0.0158069936633373,0.0092598042219669,0.0124934152783747,0.0191205720482998
XLK,Logistic Regression,all_predictors,0.2,roc_auc,30,0.8096259098346781,0.8034864300626305,0.003460098880297,0.8022482495801116,0.8047246105451494,0.0061394797720475,0.003460098880297,0.0049012992895287,0.0073776602545664
