model,accuracy,balanced_accuracy,precision,recall,f1_score,roc_auc,average_precision
Logistic Regression,0.7484939759036144,0.7460921667107234,0.6098003629764065,0.7384615384615385,0.6679920477137177,0.8216557783568091,0.7148918138762475
Random Forest,0.7710843373493976,0.7548556826907342,0.65439672801636,0.7032967032967034,0.6779661016949152,0.829900683508931,0.7514739800323219
